Fagkode;Fylke;Skolenavn;20-21.SE.G.SK;20-21.SE.G.AE;20-21.SE.J.SK;20-21.SE.J.AE;20-21.SP.G.SK;20-21.SP.G.AE;20-21.SP.J.SK;20-21.SP.J.AE;21-22.SE.G.SK;21-22.SE.G.AE;21-22.SE.J.SK;21-22.SE.J.AE;21-22.SP.G.SK;21-22.SP.G.AE;21-22.SP.J.SK;21-22.SP.J.AE;22-23.SE.G.SK;22-23.SE.G.AE;22-23.SE.J.SK;22-23.SE.J.AE;22-23.SP.G.SK;22-23.SP.G.AE;22-23.SP.J.SK;22-23.SP.J.AE;23-24.SE.G.SK;23-24.SE.G.AE;23-24.SE.J.SK;23-24.SE.J.AE;23-24.SP.G.SK;23-24.SP.G.AE;23-24.SP.J.SK;23-24.SP.J.AE;24-25.SE.G.SK;24-25.SE.G.AE;24-25.SE.J.SK;24-25.SE.J.AE;24-25.SP.G.SK;24-25.SP.G.AE;24-25.SP.J.SK;24-25.SP.J.AE
REA3004;Møre og Romsdal;Akademiet Vgs Møre AS;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Møre og Romsdal;Akademiet Vgs Ålesund AS;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Møre og Romsdal;Atlanten videregående skole;;;;;3,9;13;4,2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Møre og Romsdal;Haram vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Møre og Romsdal;Hustadvika vidaregåande skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Møre og Romsdal;Molde videregående skole;;;;;*;*;4,4;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Møre og Romsdal;Rauma videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Møre og Romsdal;Spjelkavik videregående skole;;;;;4,5;24;4,4;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Møre og Romsdal;Sunndal vidaregåande skole;;;;;4,1;12;3,8;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Møre og Romsdal;Surnadal vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Møre og Romsdal;Sykkylven vidaregåande skule;;;;;3,4;9;4,1;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Møre og Romsdal;Tingvoll vidaregåande skole;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Møre og Romsdal;Ulstein vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Møre og Romsdal;Vestborg Vgs;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Møre og Romsdal;Volda vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Møre og Romsdal;Ålesund videregående skole;;;;;*;*;4,8;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Møre og Romsdal;Ålesund videregående skole Lokalitet Volsdalsberga;;;;;*;*;4,0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Nordland - Nordlánnda;Alle skoler;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Nordland - Nordlánnda;Andøy videregående skole;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Nordland - Nordlánnda;Aust-Lofoten videregående skole;;;;;4,7;6;4,8;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Nordland - Nordlánnda;Bodin videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Nordland - Nordlánnda;Bodø videregående skole;;;;;4,5;16;4,8;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Nordland - Nordlánnda;Brønnøysund videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Nordland - Nordlánnda;Fauske videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Nordland - Nordlánnda;Hadsel videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Nordland - Nordlánnda;Knut Hamsun videregående skole Joarkkaskåvllå;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Nordland - Nordlánnda;Kristen videregående skole Nordland Sti;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Nordland - Nordlánnda;Meløy videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Nordland - Nordlánnda;Mosjøen videregående skole;;;;;4,1;12;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Nordland - Nordlánnda;Narvik videregående skole;;;;;4,4;16;4,5;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Nordland - Nordlánnda;Polarsirkelen videregående skole;;;;;3,8;13;4,7;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Nordland - Nordlánnda;Saltdal videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Nordland - Nordlánnda;Sandnessjøen videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Nordland - Nordlánnda;Sortland videregående skole avd Sortland;;;;;3,7;7;3,1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Nordland - Nordlánnda;Vest-Lofoten videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Alle skoler;;;;;4,5;751;4,6;595;;;;;4,8;16;4,6;8;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Akademiet Oslo AS;;;;;3,7;21;3,7;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Akademiet Vgs Bislett AS;;;;;4,2;10;4,4;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Bjerke videregående skole;;;;;5,2;37;5,6;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Bjørnholt videregående skole;;;;;2,4;9;2,3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Blindern videregående skole;;;;;4,5;37;4,9;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Edvard Munch videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Elvebakken videregående skole;;;;;5,3;57;5,1;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Foss videregående skole;;;;;4,8;34;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Fyrstikkalleen skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Hartvig Nissens skole;;;;;3,8;14;3,6;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Hellerud videregående skole;;;;;4,2;13;4,1;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Heltberg private gymnas;;;;;4,0;15;3,3;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Hersleb videregående skole;;;;;3,3;6;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Kongshavn videregående skole;;;;;3,7;22;3,5;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Kongsskogen videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Kristelig gymnasium AS videregående skole;;;;;4,4;24;4,8;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Kuben videregående skole;;;;;3,8;48;4,5;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Lambertseter videregående skole;;;;;*;*;4,3;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Nydalen videregående skole;;;;;5,2;42;4,9;50;;;;;4,8;16;4,6;8;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Oslo Handelsgymnasium;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Oslo katedralskole;;;;;4,7;50;4,4;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Oslo private gymnasium AS;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Otto Treider private gymnas AS;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Persbråten videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Stovner videregående skole;;;;;5,0;10;4,9;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Ullern videregående skole;;;;;4,9;71;4,6;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Ulsrud videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Valle Hovin videregående skole;;;;;4,5;22;4,7;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Oslo;Wang videregående Skole/ Wang Toppidrett;;;;;5,2;29;5,2;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;Alle skoler;;;;;4,4;407;4,5;346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;Akademiet Sandnes;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;Bryne vidaregåande skule;;;;;*;*;4,4;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;Dalane videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;Forus friskole - Bus;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;Haugesund Toppidrettsgymnas AS;;;;;4,9;15;5,0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;Hetland videregående skole;;;;;4,4;22;3,8;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;Kopervik videregående skole;;;;;3,1;12;3,6;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;Lundeneset Vgs;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;Randaberg videregående skole;;;;;2,7;17;3,8;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;Sandnes videregående skole;;;;;4,3;58;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;Sauda vidaregåande skule;;;;;*;*;4,9;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;Skeisvang videregående skole;;;;;*;*;4,4;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;Sola videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;St Svithun videregående skole;;;;;4,8;33;4,7;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;St. Olav videregående skole;;;;;4,9;81;4,6;57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;Stavanger katedralskole;;;;;4,8;28;4,7;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;Strand videregående skole;;;;;5,3;7;4,3;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;Tryggheim vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;Vardafjell videregående skole;;;;;3,6;17;3,7;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;Wang Toppidrett Stavanger AS;;;;;5,2;6;4,9;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Rogaland;Ølen vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Telemark;Alle skoler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Telemark;Bamble videregående skole;;;;;3,7;6;4,1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Telemark;Bø vidaregåande skule;;;;;4,1;11;4,8;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Telemark;Kragerø videregående skole;;;;;4,2;12;3,9;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Telemark;Kvitsund gymnas;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Telemark;Notodden videregående skole;;;;;4,5;11;4,9;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Telemark;Porsgrunn videregående skole;;;;;4,6;17;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Telemark;Rjukan videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Telemark;Skien videregående skole;;;;;4,2;42;4,4;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Telemark;Stiftelsen Telemark Toppidrett gymnas;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Telemark;Vest-Telemark vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms - Romsa - Tromssa ;Alle skoler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms - Romsa - Tromssa ;Bardufoss videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms - Romsa - Tromssa ;Heggen videregående skole;;;;;4,2;19;4,6;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms - Romsa - Tromssa ;Kongsbakken videregående skole;;;;;4,3;38;4,7;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms - Romsa - Tromssa ;Kvaløya videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms - Romsa - Tromssa ;Nordkjosbotn videregående skole;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms - Romsa - Tromssa ;Nord-Troms videregående skole avd Nordreisa;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms - Romsa - Tromssa ;Norges Toppidrettsgymnas Tromsø AS;;;;;4,5;6;5,0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms - Romsa - Tromssa ;Senja videregående skole avd Finnfjordbotn;;;;;4,2;12;5,1;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms - Romsa - Tromssa ;Sjøvegan videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms - Romsa - Tromssa ;Tromsdalen videregående skole;;;;;4,1;13;4,4;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Alle skoler;;;;;4,3;165;4,7;185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Alta videregående skole;;;;;4,7;18;4,8;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Bardufoss videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Hammerfest videregående skole;;;;;4,2;6;4,8;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Heggen videregående skole;;;;;4,2;19;4,6;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Kirkenes videregående skole;;;;;3,9;12;4,8;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Kongsbakken videregående skole;;;;;4,3;38;4,7;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Kvaløya videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Lakselv videregående skole;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Longyearbyen skole Grunnskole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Nordkapp videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Nordkjosbotn videregående skole;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Nord-Troms videregående skole avd Nordreisa;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Norges Toppidrettsgymnas Tromsø AS;;;;;4,5;6;5,0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Samisk videregående skole Karasjok;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Samisk videregående skole og reindriftsskole;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Senja videregående skole avd Finnfjordbotn;;;;;4,2;12;5,1;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Sjøvegan videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Tromsdalen videregående skole;;;;;4,1;13;4,4;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Vadsø videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Vardø videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Alle skoler;;;;;4,5;339;4,7;310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Bybroen videregående skole AS;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Byåsen videregående skole;;;;;4,5;24;5,2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Charlottenlund videregående skole;;;;;*;*;4,3;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Fosen videregående skole;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Gauldal videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Grong videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Guri Kunna videregående skole avd Hitra;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Heimdal videregående skole;;;;;4,5;16;4,7;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Johan Bojer videregående skole Skolested Leksvik;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Johan Bojer videregående skole Skolested Rissa;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Kristen videregående skole Trøndelag;;;;;4,9;27;4,6;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Kyrksæterøra videregående skole;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Levanger videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Malvik videregående skole;;;;;4,0;11;4,8;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Melhus videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Meråker videregående skole;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Olav Duun videregående skole;;;;;4,8;10;5,3;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Ole Vig videregående skole;;;;;4,8;22;4,9;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Oppdal videregående skole;;;;;*;*;4,4;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Orkdal vidaregåande skole;;;;;*;*;5,4;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Røros videregående skole;;;;;3,7;7;5,5;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Selbu videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Steinkjer videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Strinda videregående skole;;;;;*;*;4,5;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Thora Storm videregående skole;;;;;4,8;45;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Tiller videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Trondheim katedralskole;;;;;4,4;23;4,3;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Verdal videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Trøndelag - Trööndelage;Ytre Namdal videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Vestfold;Alle skoler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Vestfold;Greveskogen videregående skole;;;;;4,4;27;4,5;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Vestfold;Holmestrand videregående skole;;;;;4,7;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Vestfold;Horten videregående skole;;;;;*;*;4,2;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Vestfold;Nøtterøy videregående skole;;;;;4,2;34;4,9;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Vestfold;Re videregående skole;;;;;5,2;11;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Vestfold;Sande videregående skole;;;;;4,8;8;5,4;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Vestfold;Sandefjord videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Vestfold;Thor Heyerdahl videregående skole;;;;;4,3;27;4,4;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Vestfold;Wang Tønsberg AS;;;;;4,9;11;4,4;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Vestfold og Telemark (2020 - 2023);Alle skoler;;;;;4,4;325;4,5;239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Vestfold og Telemark (2020 - 2023);Bamble videregående skole;;;;;3,7;6;4,1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Vestfold og Telemark (2020 - 2023);Bø vidaregåande skule;;;;;4,1;11;4,8;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3004;Vestfold og Telemark (2020 - 2023);Greveskogen videregående skole;;;;;4,4;27;4,5;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
